Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
etnies-veer-1,Veer,"DESCRIPCIÓN<br data-mce-fragment=""1"">El Veer fue construido con una suela creada con goma Michelin Performance y una entresuela de EVA para mayor durabilidad y agarre. La silueta delgada y aerodinámica combinada con la lengüeta y el forro del cuello acolchados finamente crean un ajuste perfecto y seguro. Cómodo, flexible y duradero, el Veer tiene algo que ofrecer a cualquier tipo de patinador.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000516/472<br data-mce-fragment=""1"">Color: azul marino / blanco<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Suela fabricada con un compuesto de goma Michelin Performance<br data-mce-fragment=""1"">Banda de rodadura multidireccional con una muesca flexible en el antepié para mayor flexibilidad<br data-mce-fragment=""1"">Plantilla Foam Lite 1<br data-mce-fragment=""1"">Entresuela de EVA<br data-mce-fragment=""1"">Silueta estilizada y estilizada<br data-mce-fragment=""1"">Forro de cuello y lengüeta finamente acolchado<br data-mce-fragment=""1"">Lengüeta de malla y panel de cuarto perforado para mayor transpirabilidad<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"7, 8, 8.5, etnies footwear",true,Talla,7,Color,navy white,,,et10,1500.0,shopify,2,deny,manual,269000.00,,true,true,889262902648,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESVEERNAVYWHIT..................................................................................................................................................png?v=1613165930,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESVEERNAVYWHIT..................................................................................................................................................png?v=1613165930,kg,,,active
etnies-veer-1,,,,,,,,8,,navy white,,,et10,1500.0,shopify,2,deny,manual,269000.00,,true,true,889262902747,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-472-A-001.png?v=1613165930,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESVEERNAVYWHIT..................................................................................................................................................png?v=1613165930,kg,,,
etnies-veer-1,,,,,,,,8.5,,navy white,,,et10,1500.0,shopify,1,deny,manual,269000.00,,true,true,889262902792,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-472-BO-001.png?v=1613165930,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESVEERNAVYWHIT..................................................................................................................................................png?v=1613165930,kg,,,
etnies-veer-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-472-S-001.png?v=1613165930,4,,,,,,,,,,,,,,,,,,,,,,
etnies-veer-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-472-TO-001.png?v=1613165930,5,,,,,,,,,,,,,,,,,,,,,,
etnies-veer,Veer,"DESCRIPCIÓN<br data-mce-fragment=""1"">El Veer fue construido con una suela creada con goma Michelin Performance y una entresuela de EVA para mayor durabilidad y agarre. La silueta delgada y aerodinámica combinada con la lengüeta y el forro del cuello acolchados finamente crean un ajuste perfecto y seguro. Cómodo, flexible y duradero, el Veer tiene algo que ofrecer a cualquier tipo de patinador.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000516/001<br data-mce-fragment=""1"">De color negro<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Suela fabricada con un compuesto de goma Michelin Performance<br data-mce-fragment=""1"">Banda de rodadura multidireccional con una muesca flexible en el antepié para mayor flexibilidad<br data-mce-fragment=""1"">Plantilla Foam Lite 1<br data-mce-fragment=""1"">Entresuela de EVA<br data-mce-fragment=""1"">Silueta estilizada y estilizada<br data-mce-fragment=""1"">Forro de cuello y lengüeta finamente acolchado<br data-mce-fragment=""1"">Lengüeta de malla y panel de cuarto perforado para mayor transpirabilidad<br data-mce-fragment=""1"">Ante / Sintético<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"10, 7.5, 8.5, 9, 9.5, etnies footwear",true,Size,7.5,Talla,black,,,et09,1500.0,shopify,1,deny,manual,269000.00,,true,true,88926296302,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESVEERBLACK.........................................................................................png?v=1612980840,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESVEERBLACK.........................................................................................png?v=1612980840,kg,,,active
etnies-veer,,,,,,,,8.5,,black,,,et09,1500.0,shopify,1,deny,manual,269000.00,,true,true,889262963106,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-001-A-001.png?v=1612980840,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESVEERBLACK.........................................................................................png?v=1612980840,kg,,,
etnies-veer,,,,,,,,9,,black,,,et09,1500.0,shopify,1,deny,manual,269000.00,,true,true,889262963144,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-001-BO-001.png?v=1612980840,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESVEERBLACK.........................................................................................png?v=1612980840,kg,,,
etnies-veer,,,,,,,,9.5,,black,,,et09,1500.0,shopify,1,deny,manual,269000.00,,true,true,889262963182,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-001-S-001.png?v=1612980840,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESVEERBLACK.........................................................................................png?v=1612980840,kg,,,
etnies-veer,,,,,,,,10,,black,,,et09,1500.0,shopify,1,deny,manual,269000.00,,true,true,889262962420,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000516-001-TO-001.png?v=1612980840,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESVEERBLACK.........................................................................................png?v=1612980840,kg,,,
etnies-marana-7,Marana,"DESCRIPCIÓN<br data-mce-fragment=""1"">Duro se ha vuelto más duro. El zapato más duradero del skateboarding es ahora más duradero que nunca, ¡3 veces más duradero para ser exactos! etnies se asoció con el principal fabricante de caucho del planeta, Michelin, para ayudarnos a reinventar la suela Marana. La parte superior incluye una puntera de goma inyectada fusionada para una longevidad increíble y lazos de cordones ocultos para proteger sus cordones. Para mayor comodidad y rendimiento, el Marana incluye una lengüeta y un cuello acolchados con una plantilla Pro Foam 1. Gracias a Michelin, todo esto se asienta sobre una suela de copa formulada con goma Michelin duradera.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000403/071<br data-mce-fragment=""1"">Color: gris / gris oscuro / rojo<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Plantilla Pro foam 1<br data-mce-fragment=""1"">Entresuela de espuma STI Evolution<br data-mce-fragment=""1"">Banda de rodadura duradera con surcos flexibles profundos<br data-mce-fragment=""1"">Suela de goma Michelin Performance<br data-mce-fragment=""1"">Puntera de goma inyectada fundida<br data-mce-fragment=""1"">Lengüeta y cuello acolchados<br data-mce-fragment=""1"">Lazos de encaje ocultos<br data-mce-fragment=""1"">Ante / Sintético / Textil<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"10, 7.5, 8, 9, 9.5, etnies footwear",true,Talla,7.5,Color,tan browm,,,ET08,1500.0,shopify,2,deny,manual,319000.00,350000.00,true,true,889262957402,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANATANBROWN......................................................................................png?v=1612418380,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANATANBROWN......................................................................................png?v=1612418380,kg,,,active
etnies-marana-7,,,,,,,,8,,tan browm,,,ET08,1500.0,shopify,4,deny,manual,319000.00,350000.00,true,true,889262957440,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-289-A-001.png?v=1612418380,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANATANBROWN......................................................................................png?v=1612418380,kg,,,
etnies-marana-7,,,,,,,,9,,tan browm,,,ET08,1500.0,shopify,1,deny,manual,319000.00,350000.00,true,true,889262957525,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-289-BO-001.png?v=1612418381,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANATANBROWN......................................................................................png?v=1612418380,kg,,,
etnies-marana-7,,,,,,,,9.5,,tan browm,,,ET08,1500.0,shopify,1,deny,manual,319000.00,350000.00,true,true,889262957563,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-289-S-001.png?v=1612418381,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANATANBROWN......................................................................................png?v=1612418380,kg,,,
etnies-marana-7,,,,,,,,10,,tan browm,,,ET08,1500.0,shopify,1,deny,manual,319000.00,350000.00,true,true,889262956801,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-289-TO-001.png?v=1612418381,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANATANBROWN......................................................................................png?v=1612418380,kg,,,
etnies-marana-6,Marana,"DESCRIPCIÓN<br data-mce-fragment=""1"">Duro se ha vuelto más duro. El zapato más duradero del skateboarding es ahora más duradero que nunca, ¡3 veces más duradero para ser exactos! etnies se asoció con el principal fabricante de caucho del planeta, Michelin, para ayudarnos a reinventar la suela Marana. La parte superior incluye una puntera de goma inyectada fusionada para una longevidad increíble y lazos de cordones ocultos para proteger sus cordones. Para mayor comodidad y rendimiento, el Marana incluye una lengüeta y un cuello acolchados con una plantilla Pro Foam 1. Gracias a Michelin, todo esto se asienta sobre una suela de copa formulada con goma Michelin duradera.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000403/071<br data-mce-fragment=""1"">Color: gris / gris oscuro / rojo<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Plantilla Pro foam 1<br data-mce-fragment=""1"">Entresuela de espuma STI Evolution<br data-mce-fragment=""1"">Banda de rodadura duradera con surcos flexibles profundos<br data-mce-fragment=""1"">Suela de goma Michelin Performance<br data-mce-fragment=""1"">Puntera de goma inyectada fundida<br data-mce-fragment=""1"">Lengüeta y cuello acolchados<br data-mce-fragment=""1"">Lazos de encaje ocultos<br data-mce-fragment=""1"">Ante / Sintético / Textil<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"7, 7.5, 8, etnies footwear",true,Talla,7,Color,charcoal,,,ET07,1500.0,shopify,1,deny,manual,319000.00,350000.00,true,true,889262894677,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANACHARCOAL......................................................................................................................png?v=1612418119,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANACHARCOAL......................................................................................................................png?v=1612418119,kg,,,active
etnies-marana-6,,,,,,,,7.5,,charcoal,,,ET07,1500.0,shopify,2,deny,manual,319000.00,350000.00,true,true,889262894738,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-010-A-001.png?v=1612418120,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANACHARCOAL......................................................................................................................png?v=1612418119,kg,,,
etnies-marana-6,,,,,,,,8,,charcoal,,,ET07,1500.0,shopify,4,deny,manual,319000.00,350000.00,true,true,889262894790,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-010-BO-001.png?v=1612418120,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANACHARCOAL......................................................................................................................png?v=1612418119,kg,,,
etnies-marana-6,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-010-S-001.png?v=1612418120,4,,,,,,,,,,,,,,,,,,,,,,
etnies-marana-6,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-010-TO-001.png?v=1612418120,5,,,,,,,,,,,,,,,,,,,,,,
etnies-marana-5,Marana,"DESCRIPCIÓN<br data-mce-fragment=""1"">Duro se ha vuelto más duro. El zapato más duradero del skateboarding es ahora más duradero que nunca, ¡3 veces más duradero para ser exactos! etnies se asoció con el principal fabricante de caucho del planeta, Michelin, para ayudarnos a reinventar la suela Marana. La parte superior incluye una puntera de goma inyectada fusionada para una longevidad increíble y lazos de cordones ocultos para proteger sus cordones. Para mayor comodidad y rendimiento, el Marana incluye una lengüeta y un cuello acolchados con una plantilla Pro Foam 1. Gracias a Michelin, todo esto se asienta sobre una suela de copa formulada con goma Michelin duradera.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000403/071<br data-mce-fragment=""1"">Color: gris / gris oscuro / rojo<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Plantilla Pro foam 1<br data-mce-fragment=""1"">Entresuela de espuma STI Evolution<br data-mce-fragment=""1"">Banda de rodadura duradera con surcos flexibles profundos<br data-mce-fragment=""1"">Suela de goma Michelin Performance<br data-mce-fragment=""1"">Puntera de goma inyectada fundida<br data-mce-fragment=""1"">Lengüeta y cuello acolchados<br data-mce-fragment=""1"">Lazos de encaje ocultos<br data-mce-fragment=""1"">Ante / Sintético / Textil<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"7.5, 8, 9.5, etnies footwear",true,Talla,7.5,Color,grey dark grey red,,,ET06,1500.0,shopify,3,deny,manual,319000.00,350000.00,true,true,889262957389,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANAGREYDARKGREYRED..................................................................................................................png?v=1612417938,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANAGREYDARKGREYRED..................................................................................................................png?v=1612417938,kg,,,active
etnies-marana-5,,,,,,,,8 SIGNED,,grey dark grey red,,,ET06,1500.0,shopify,1,deny,manual,319000.00,350000.00,true,true,889262957426,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-071-A-001.png?v=1612417938,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANAGREYDARKGREYRED..................................................................................................................png?v=1612417938,kg,,,
etnies-marana-5,,,,,,,,9.5,,grey dark grey red,,,ET06,1500.0,shopify,2,deny,manual,319000.00,350000.00,true,true,889262957549,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-071-BO-001.png?v=1612417938,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANAGREYDARKGREYRED..................................................................................................................png?v=1612417938,kg,,,
etnies-marana-5,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-071-S-001.png?v=1612417938,4,,,,,,,,,,,,,,,,,,,,,,
etnies-marana-5,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-071-TO-001.png?v=1612417938,5,,,,,,,,,,,,,,,,,,,,,,
etnies-marana-4,Marana,"Duro se ha vuelto más duro. El zapato más duradero del skateboarding es ahora más duradero que nunca, ¡3 veces más duradero para ser exactos! etnies se asoció con el principal fabricante de caucho del planeta, Michelin, para ayudarnos a reinventar la suela Marana. La parte superior incluye una puntera de goma inyectada fusionada para una longevidad increíble y lazos de cordones ocultos para proteger sus cordones. Para mayor comodidad y rendimiento, el Marana incluye una lengüeta y un cuello acolchados con una plantilla Pro Foam 1. Gracias a Michelin, todo esto se asienta sobre una suela de copa formulada con goma Michelin duradera.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">DETALLES DE PRODUCTO<br data-mce-fragment=""1"">Código del artículo: 4101000403/210<br data-mce-fragment=""1"">Color: marrón / azul marino<br data-mce-fragment=""1"">Características:<br data-mce-fragment=""1"">Plantilla Pro foam 1<br data-mce-fragment=""1"">Entresuela de espuma STI Evolution<br data-mce-fragment=""1"">Banda de rodadura duradera con surcos flexibles profundos<br data-mce-fragment=""1"">Suela de goma Michelin Performance<br data-mce-fragment=""1"">Puntera de goma inyectada fundida<br data-mce-fragment=""1"">Lengüeta y cuello acolchados<br data-mce-fragment=""1"">Lazos de encaje ocultos<br data-mce-fragment=""1"">Ante / Sintético / Textil<img src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"" alt="""" data-mce-fragment=""1"" data-mce-src=""https://cdn.shopify.com/s/files/1/0539/4871/1093/files/ET20_Compressed_Textured_Yellow_Logo_480x480.png?v=1612416611"">",etnies,SHOES,"8, etnies footwear",true,Talla,8,Color,brown navy,,,ET05,1500.0,shopify,2,deny,manual,319000.00,350000.00,true,true,889262957433,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANABROWNNAV................................................................................................png?v=1612417680,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/ETNIESMARANABROWNNAV................................................................................................png?v=1612417680,kg,,,active
etnies-marana-4,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0539/4871/1093/products/4101000403-210-A-001.png?v=1612417680,2,,,,,,,,,,,,,,,,,,,,,,
